time,airline,responsetime,sourcetype
2014-06-24 13:36:04Z,ASA,73.1456,farequote
2014-06-24 13:36:06Z,JZA,991.758,farequote
2014-06-24 13:36:07Z,ACA,25.6295,farequote
2014-06-24 13:36:11Z,BAW,208.2555,farequote
2014-06-24 13:36:16Z,FFT,200.8283,farequote
2014-06-24 13:36:17Z,VRD,330.671,farequote
2014-06-24 13:36:19Z,JAL,486.7999,farequote
2014-06-24 13:36:20Z,AMX,14.0984,farequote
2014-06-24 13:36:22Z,JBU,1129.5699,farequote
2014-06-24 13:36:25Z,UAL,10.4003,farequote
2014-06-24 13:36:33Z,FFT,145.9061,farequote
2014-06-24 13:36:37Z,FFT,177.7687,farequote
2014-06-24 13:36:39Z,AAL,95.7584,farequote
2014-06-24 13:36:46Z,SWR,2087.0295,farequote
2014-06-24 13:36:51Z,TRS,388.1695,farequote
2014-06-24 13:36:56Z,JBU,923.748,farequote
2014-06-24 13:36:57Z,AWE,18.7486,farequote
2014-06-24 13:37:04Z,ACA,20.3148,farequote
2014-06-24 13:37:13Z,EGF,181.7918,farequote
2014-06-24 13:37:17Z,EGF,205.0113,farequote
2014-06-24 13:37:21Z,JAL,501.745,farequote
2014-06-24 13:37:22Z,FFT,181.454,farequote
2014-06-24 13:37:28Z,UAL,8.7398,farequote
2014-06-24 13:37:29Z,VRD,291.077,farequote
2014-06-24 13:37:32Z,AWE,19.5164,farequote
2014-06-24 13:37:42Z,JAL,501.2926,farequote
2014-06-24 13:37:43Z,AWE,18.7651,farequote
2014-06-24 13:37:43Z,JAL,495.4397,farequote
2014-06-24 13:37:44Z,AWE,19.7379,farequote
2014-06-24 13:37:56Z,AMX,16.2459,farequote
2014-06-24 13:38:00Z,AMX,17.766,farequote
2014-06-24 13:38:02Z,NKS,9798.1986,farequote
2014-06-24 13:38:06Z,AAL,62.3963,farequote
2014-06-24 13:38:06Z,ASA,71.9061,farequote
2014-06-24 13:38:07Z,JBU,981.1199,farequote
2014-06-24 13:38:15Z,AWE,21.6203,farequote
2014-06-24 13:38:24Z,ACA,23.4623,farequote
2014-06-24 13:38:24Z,AWE,19.956,farequote
2014-06-24 13:38:25Z,JZA,1006.7341,farequote
2014-06-24 13:38:25Z,BAW,218.1526,farequote
2014-06-24 13:38:42Z,SWR,1759.0889,farequote
2014-06-24 13:38:44Z,FFT,193.1029,farequote
2014-06-24 13:38:57Z,DAL,410.2257,farequote
2014-06-24 13:38:57Z,EGF,194.7235,farequote
2014-06-24 13:39:02Z,AAL,103.8201,farequote
2014-06-24 13:39:02Z,DAL,386.242,farequote
2014-06-24 13:39:03Z,BAW,208.503,farequote
2014-06-24 13:39:09Z,AWE,20.2496,farequote
2014-06-24 13:39:25Z,SWA,312.2873,farequote
2014-06-24 13:39:28Z,EGF,189.531,farequote
2014-06-24 13:39:29Z,UAL,11.0469,farequote
2014-06-24 13:39:33Z,SWR,1527.9517,farequote
2014-06-24 13:39:37Z,ASA,67.3179,farequote
2014-06-24 13:39:37Z,ASA,76.4452,farequote
2014-06-24 13:39:38Z,KLM,1558.5749,farequote
2014-06-24 13:39:42Z,UAL,8.9642,farequote
2014-06-24 13:39:50Z,NKS,10035.6583,farequote
2014-06-24 13:39:57Z,SWA,232.4397,farequote
2014-06-24 13:40:02Z,AMX,12.9528,farequote
2014-06-24 13:40:09Z,AAL,105.8458,farequote
2014-06-24 13:40:09Z,AAL,119.8065,farequote
2014-06-24 13:40:09Z,EGF,196.6721,farequote
2014-06-24 13:40:17Z,VRD,275.1758,farequote
2014-06-24 13:40:18Z,ACA,24.6477,farequote
2014-06-24 13:40:24Z,AWE,20.2193,farequote
2014-06-24 13:40:28Z,VRD,284.2914,farequote
2014-06-24 13:40:28Z,BAW,203.4655,farequote
2014-06-24 13:40:33Z,SWR,2181.4002,farequote
2014-06-24 13:40:34Z,FFT,216.0423,farequote
2014-06-24 13:40:35Z,SWA,169.798,farequote
2014-06-24 13:40:39Z,AWE,20.3115,farequote
2014-06-24 13:40:44Z,JZA,1004.0859,farequote
2014-06-24 13:40:45Z,JAL,512.287,farequote
2014-06-24 13:40:49Z,FFT,205.4542,farequote
2014-06-24 13:40:53Z,AWE,19.7675,farequote
2014-06-24 13:41:00Z,ASA,72.3197,farequote
2014-06-24 13:41:03Z,NKS,10002.164,farequote
2014-06-24 13:41:04Z,JBU,932.8245,farequote
2014-06-24 13:41:09Z,DAL,411.0945,farequote
2014-06-24 13:41:13Z,UAL,11.0563,farequote
2014-06-24 13:41:25Z,SWR,1818.7852,farequote
2014-06-24 13:41:33Z,BAW,179.8931,farequote
2014-06-24 13:41:34Z,AAL,120.4663,farequote
2014-06-24 13:41:34Z,AWE,20.1225,farequote
2014-06-24 13:41:42Z,JAL,506.0286,farequote
2014-06-24 13:41:44Z,EGF,195.7339,farequote
2014-06-24 13:41:55Z,AMX,12.5396,farequote
2014-06-24 13:42:02Z,AAL,74.1676,farequote
2014-06-24 13:42:06Z,EGF,186.2288,farequote
2014-06-24 13:42:18Z,ACA,24.7261,farequote
2014-06-24 13:42:19Z,ASA,72.3074,farequote
2014-06-24 13:42:24Z,AWE,20.6324,farequote
2014-06-24 13:42:25Z,SWR,2522.5206,farequote
2014-06-24 13:42:27Z,KLM,1412.9853,farequote
2014-06-24 13:42:39Z,UAL,9.2566,farequote
2014-06-24 13:42:41Z,VRD,286.4364,farequote
2014-06-24 13:42:58Z,AAL,137.9481,farequote
2014-06-24 13:43:00Z,AWE,19.1187,farequote
2014-06-24 13:43:03Z,AAL,50.5568,farequote
2014-06-24 13:43:09Z,FFT,216.8085,farequote
2014-06-24 13:43:10Z,TRS,404.4897,farequote
2014-06-24 13:43:17Z,AWE,21.4258,farequote
2014-06-24 13:43:27Z,DAL,389.663,farequote
2014-06-24 13:43:28Z,FFT,199.0513,farequote
2014-06-24 13:43:28Z,BAW,195.0723,farequote
2014-06-24 13:43:32Z,VRD,292.3668,farequote
2014-06-24 13:43:39Z,JZA,992.8398,farequote
2014-06-24 13:43:42Z,ASA,73.4919,farequote
2014-06-24 13:43:44Z,AMX,16.6482,farequote
2014-06-24 13:43:44Z,ACA,20.1009,farequote
2014-06-24 13:43:45Z,JAL,515.0176,farequote
2014-06-24 13:43:48Z,SWA,228.9298,farequote
2014-06-24 13:43:56Z,TRS,397.2345,farequote
2014-06-24 13:43:59Z,JBU,1014.0047,farequote
2014-06-24 13:44:01Z,UAL,7.7532,farequote
2014-06-24 13:44:06Z,EGF,201.4434,farequote
2014-06-24 13:44:08Z,AAL,102.3992,farequote
2014-06-24 13:44:19Z,FFT,194.8674,farequote
2014-06-24 13:44:26Z,BAW,182.9066,farequote
2014-06-24 13:44:35Z,AAL,102.4826,farequote
2014-06-24 13:44:37Z,JZA,1008.2016,farequote
2014-06-24 13:44:37Z,AWE,21.2971,farequote
2014-06-24 13:44:44Z,JBU,1094.147,farequote
2014-06-24 13:44:54Z,ASA,67.9923,farequote
2014-06-24 13:44:55Z,ACA,20.1271,farequote
2014-06-24 13:44:58Z,SWR,2126.6676,farequote
2014-06-24 13:45:06Z,AMX,13.9024,farequote
2014-06-24 13:45:13Z,FFT,158.5563,farequote
2014-06-24 13:45:16Z,VRD,296.8494,farequote
2014-06-24 13:45:16Z,ACA,21.5186,farequote
2014-06-24 13:45:20Z,AWE,18.8154,farequote
2014-06-24 13:45:37Z,TRS,399.8554,farequote
2014-06-24 13:45:41Z,AAL,126.1858,farequote
2014-06-24 13:45:45Z,UAL,11.3173,farequote
2014-06-24 13:45:59Z,AMX,15.0173,farequote
2014-06-24 13:46:03Z,SWA,317.0743,farequote
2014-06-24 13:46:05Z,AMX,13.6486,farequote
2014-06-24 13:46:08Z,JAL,487.0486,farequote
2014-06-24 13:46:10Z,EGF,193.6139,farequote
2014-06-24 13:46:11Z,FFT,167.7592,farequote
2014-06-24 13:46:12Z,ASA,78.8867,farequote
2014-06-24 13:46:12Z,JAL,505.1296,farequote
2014-06-24 13:46:23Z,DAL,415.2212,farequote
2014-06-24 13:46:31Z,AWE,20.3106,farequote
2014-06-24 13:46:32Z,AAL,116.3336,farequote
2014-06-24 13:46:34Z,SWR,1782.0565,farequote
2014-06-24 13:46:34Z,ASA,75.1046,farequote
2014-06-24 13:46:39Z,TRS,409.688,farequote
2014-06-24 13:46:43Z,JAL,496.5214,farequote
2014-06-24 13:46:46Z,UAL,9.4663,farequote
2014-06-24 13:46:48Z,AAL,93.7185,farequote
2014-06-24 13:46:48Z,TRS,420.3661,farequote
2014-06-24 13:46:48Z,BAW,185.8337,farequote
2014-06-24 13:46:50Z,JZA,986.6693,farequote
2014-06-24 13:46:51Z,AWE,20.2746,farequote
2014-06-24 13:46:55Z,AMX,18.3009,farequote
2014-06-24 13:47:08Z,JBU,1147.5475,farequote
2014-06-24 13:47:08Z,ASA,77.5346,farequote
2014-06-24 13:47:18Z,UAL,10.9056,farequote
2014-06-24 13:47:19Z,VRD,292.2226,farequote
2014-06-24 13:47:20Z,JBU,1044.9946,farequote
2014-06-24 13:47:22Z,JAL,499.5257,farequote
2014-06-24 13:47:27Z,ACA,18.8967,farequote
2014-06-24 13:47:28Z,AMX,18.0202,farequote
2014-06-24 13:47:28Z,AWE,21.4362,farequote
2014-06-24 13:47:29Z,FFT,239.8495,farequote
2014-06-24 13:47:33Z,FFT,159.3995,farequote
2014-06-24 13:47:34Z,EGF,196.9224,farequote
2014-06-24 13:47:43Z,SWR,2038.2339,farequote
2014-06-24 13:47:49Z,NKS,10189.2196,farequote
2014-06-24 13:47:56Z,AAL,116.2431,farequote
2014-06-24 13:47:58Z,KLM,1495.558,farequote
2014-06-24 13:48:08Z,SWR,1744.1381,farequote
2014-06-24 13:48:08Z,AMX,16.2423,farequote
2014-06-24 13:48:13Z,KLM,1418.612,farequote
2014-06-24 13:48:14Z,ASA,86.8566,farequote
2014-06-24 13:48:17Z,JZA,1017.7445,farequote
2014-06-24 13:48:20Z,FFT,208.3331,farequote
2014-06-24 13:48:23Z,JAL,482.3841,farequote
2014-06-24 13:48:30Z,ACA,18.3554,farequote
2014-06-24 13:48:35Z,AWE,19.4489,farequote
2014-06-24 13:48:44Z,UAL,9.8375,farequote
2014-06-24 13:48:45Z,NKS,10300.7334,farequote
2014-06-24 13:48:50Z,ASA,65.7326,farequote
2014-06-24 13:48:55Z,AMX,17.0702,farequote
2014-06-24 13:48:55Z,ACA,22.9971,farequote
2014-06-24 13:48:55Z,BAW,209.8898,farequote
2014-06-24 13:48:55Z,EGF,218.2504,farequote
2014-06-24 13:48:58Z,AAL,118.838,farequote
2014-06-24 13:49:03Z,AWE,20.0939,farequote
2014-06-24 13:49:05Z,DAL,400.391,farequote
2014-06-24 13:49:13Z,SWA,274.3442,farequote
2014-06-24 13:49:30Z,AAL,111.9592,farequote
2014-06-24 13:49:30Z,AWE,18.8572,farequote
2014-06-24 13:49:34Z,SWA,226.3993,farequote
2014-06-24 13:49:39Z,VRD,291.1336,farequote
2014-06-24 13:49:47Z,AAL,113.435,farequote
2014-06-24 13:49:48Z,ACA,20.4584,farequote
2014-06-24 13:49:52Z,ASA,75.9648,farequote
2014-06-24 13:49:54Z,UAL,9.4192,farequote
2014-06-24 13:50:00Z,AWE,19.7914,farequote
2014-06-24 13:50:02Z,FFT,218.4661,farequote
2014-06-24 13:50:03Z,AWE,19.7648,farequote
2014-06-24 13:50:04Z,AWE,20.4753,farequote
2014-06-24 13:50:06Z,SWR,1957.4726,farequote
2014-06-24 13:50:09Z,JBU,872.56,farequote
2014-06-24 13:50:10Z,BAW,205.6216,farequote
2014-06-24 13:50:12Z,SWR,1439.6666,farequote
2014-06-24 13:50:28Z,JBU,964.4954,farequote
2014-06-24 13:50:29Z,JAL,505.7935,farequote
2014-06-24 13:50:36Z,JBU,825.5331,farequote
2014-06-24 13:50:36Z,AWE,20.9975,farequote
2014-06-24 13:50:37Z,UAL,10.1848,farequote
2014-06-24 13:50:49Z,JZA,1004.2923,farequote
2014-06-24 13:50:50Z,TRS,401.2884,farequote
2014-06-24 13:50:51Z,EGF,196.4942,farequote
2014-06-24 13:50:58Z,SWR,2438.7222,farequote
2014-06-24 13:51:01Z,ACA,21.3868,farequote
2014-06-24 13:51:02Z,AAL,77.0631,farequote
2014-06-24 13:51:08Z,ASA,70.8172,farequote
2014-06-24 13:51:12Z,AMX,13.9629,farequote
2014-06-24 13:51:15Z,UAL,9.349,farequote
2014-06-24 13:51:31Z,FFT,216.2431,farequote
2014-06-24 13:51:32Z,AAL,139.296,farequote
2014-06-24 13:51:48Z,ACA,15.994,farequote
2014-06-24 13:51:50Z,AWE,20.675,farequote
2014-06-24 13:52:01Z,KLM,1620.2109,farequote
2014-06-24 13:52:10Z,KLM,1278.1879,farequote
2014-06-24 13:52:21Z,VRD,298.4236,farequote
2014-06-24 13:52:22Z,UAL,10.211,farequote
2014-06-24 13:52:28Z,JAL,486.9882,farequote
2014-06-24 13:52:31Z,SWA,315.9602,farequote
2014-06-24 13:52:35Z,VRD,288.0155,farequote
2014-06-24 13:52:35Z,AWE,20.3663,farequote
2014-06-24 13:52:36Z,JBU,1230.6036,farequote
2014-06-24 13:52:39Z,VRD,278.8966,farequote
2014-06-24 13:52:39Z,BAW,202.3481,farequote
2014-06-24 13:52:44Z,AMX,15.4368,farequote
2014-06-24 13:52:47Z,AMX,7.9541,farequote
2014-06-24 13:52:53Z,AAL,84.7737,farequote
2014-06-24 13:53:06Z,FFT,180.6629,farequote
2014-06-24 13:53:09Z,AWE,19.4079,farequote
2014-06-24 13:53:13Z,EGF,198.9171,farequote
2014-06-24 13:53:21Z,ASA,78.3497,farequote
2014-06-24 13:53:25Z,JZA,1007.1303,farequote
2014-06-24 13:53:34Z,SWR,1851.9541,farequote
2014-06-24 13:53:44Z,ACA,17.9,farequote
2014-06-24 13:53:45Z,AWE,20.1082,farequote
2014-06-24 13:53:47Z,ACA,21.3376,farequote
2014-06-24 13:53:56Z,AMX,14.1832,farequote
2014-06-24 13:54:07Z,AAL,95.5077,farequote
2014-06-24 13:54:10Z,FFT,185.3786,farequote
2014-06-24 13:54:28Z,JAL,504.7334,farequote
2014-06-24 13:54:32Z,ASA,65.8516,farequote
2014-06-24 13:54:35Z,SWA,161.6745,farequote
2014-06-24 13:54:35Z,SWR,1695.6549,farequote
2014-06-24 13:54:41Z,JZA,997.6315,farequote
2014-06-24 13:54:46Z,UAL,11.1643,farequote
2014-06-24 13:54:47Z,AWE,21.3386,farequote
2014-06-24 13:55:00Z,VRD,299.2297,farequote
2014-06-24 13:55:00Z,BAW,201.3214,farequote
2014-06-24 13:55:01Z,FFT,223.4211,farequote
2014-06-24 13:55:01Z,AMX,14.5525,farequote
2014-06-24 13:55:03Z,AWE,20.6404,farequote
2014-06-24 13:55:05Z,JAL,506.2834,farequote
2014-06-24 13:55:15Z,ACA,17.7654,farequote
2014-06-24 13:55:19Z,ACA,21.6603,farequote
2014-06-24 13:55:22Z,AAL,115.449,farequote
2014-06-24 13:55:25Z,AAL,101.5355,farequote
2014-06-24 13:55:27Z,UAL,11.835,farequote
2014-06-24 13:55:29Z,JBU,1042.8044,farequote
2014-06-24 13:55:33Z,JBU,1017.7773,farequote
2014-06-24 13:55:36Z,SWR,2062.3822,farequote
2014-06-24 13:55:42Z,AMX,11.2262,farequote
2014-06-24 13:55:49Z,JAL,509.4359,farequote
2014-06-24 13:55:50Z,EGF,192.183,farequote
2014-06-24 13:55:52Z,SWR,2247.2842,farequote
2014-06-24 13:55:58Z,FFT,213.136,farequote
2014-06-24 13:55:58Z,ASA,74.5006,farequote
2014-06-24 13:55:59Z,JZA,997.7591,farequote
2014-06-24 13:56:10Z,AWE,20.6646,farequote
2014-06-24 13:56:12Z,VRD,269.4472,farequote
2014-06-24 13:56:23Z,DAL,405.8273,farequote
2014-06-24 13:56:28Z,VRD,303.4772,farequote
2014-06-24 13:56:31Z,KLM,1558.0826,farequote
2014-06-24 13:56:39Z,SWR,1784.4961,farequote
2014-06-24 13:56:41Z,ACA,18.2022,farequote
2014-06-24 13:56:44Z,UAL,8.0955,farequote
2014-06-24 13:56:46Z,AAL,81.6779,farequote
2014-06-24 13:56:46Z,SWA,288.6478,farequote
2014-06-24 13:56:48Z,BAW,198.994,farequote
2014-06-24 13:56:49Z,JAL,502.2947,farequote
2014-06-24 13:56:50Z,NKS,10001.8501,farequote
2014-06-24 13:56:59Z,AAL,71.4354,farequote
2014-06-24 13:57:13Z,SWA,189.0193,farequote
2014-06-24 13:57:14Z,AAL,65.6495,farequote
2014-06-24 13:57:16Z,AWE,21.091,farequote
2014-06-24 13:57:27Z,VRD,277.8856,farequote
2014-06-24 13:57:29Z,AWE,18.2641,farequote
2014-06-24 13:57:39Z,AMX,16.4758,farequote
2014-06-24 13:57:49Z,ASA,77.0446,farequote
2014-06-24 13:57:50Z,SWR,1885.3018,farequote
2014-06-24 13:57:50Z,UAL,9.8665,farequote
2014-06-24 13:57:53Z,JBU,1035.6018,farequote
2014-06-24 13:57:54Z,JZA,1005.6227,farequote
2014-06-24 13:58:04Z,SWR,1167.4287,farequote
2014-06-24 13:58:08Z,FFT,202.5524,farequote
2014-06-24 13:58:08Z,AWE,19.4823,farequote
2014-06-24 13:58:15Z,AWE,21.5417,farequote
2014-06-24 13:58:18Z,FFT,182.0737,farequote
2014-06-24 13:58:21Z,JAL,507.1673,farequote
2014-06-24 13:58:22Z,SWR,1653.7313,farequote
2014-06-24 13:58:27Z,VRD,300.288,farequote
2014-06-24 13:58:28Z,AAL,147.8064,farequote
2014-06-24 13:58:34Z,TRS,400.6643,farequote
2014-06-24 13:58:40Z,EGF,182.4898,farequote
2014-06-24 13:58:51Z,JAL,518.7495,farequote
2014-06-24 13:58:53Z,FFT,190.4001,farequote
2014-06-24 13:58:53Z,ACA,19.2784,farequote
2014-06-24 13:58:59Z,AMX,13.7941,farequote
2014-06-24 13:59:01Z,AWE,22.9682,farequote
2014-06-24 13:59:03Z,AAL,105.926,farequote
2014-06-24 13:59:04Z,VRD,303.2972,farequote
2014-06-24 13:59:08Z,NKS,9969.5714,farequote
2014-06-24 13:59:15Z,UAL,9.6794,farequote
2014-06-24 13:59:19Z,BAW,191.7234,farequote
2014-06-24 13:59:36Z,SWA,223.5499,farequote
2014-06-24 13:59:54Z,SWR,1790.0255,farequote
2014-06-24 13:59:55Z,JZA,1001.1741,farequote
2014-06-24 13:59:55Z,FFT,170.7067,farequote
2014-06-24 14:00:07Z,JBU,1071.413,farequote
2014-06-24 14:00:11Z,AAL,110.6712,farequote
2014-06-24 14:00:12Z,ASA,61.6032,farequote
2014-06-24 14:00:18Z,AWE,20.2142,farequote
2014-06-24 14:00:25Z,BAW,200.135,farequote
2014-06-24 14:00:27Z,JZA,1001.6501,farequote
2014-06-24 14:00:27Z,ACA,15.6912,farequote
2014-06-24 14:00:28Z,JAL,518.6677,farequote
2014-06-24 14:00:30Z,ACA,21.8819,farequote
2014-06-24 14:00:43Z,AMX,14.652,farequote
2014-06-24 14:00:44Z,AWE,19.9586,farequote
2014-06-24 14:00:52Z,SWA,295.6761,farequote
2014-06-24 14:01:01Z,JAL,505.1014,farequote
2014-06-24 14:01:05Z,EGF,206.9293,farequote
2014-06-24 14:01:17Z,AWE,19.8733,farequote
2014-06-24 14:01:18Z,FFT,242.0378,farequote
2014-06-24 14:01:20Z,AAL,122.155,farequote
2014-06-24 14:01:21Z,VRD,308.3738,farequote
2014-06-24 14:01:26Z,AAL,71.2605,farequote
2014-06-24 14:01:30Z,UAL,10.2163,farequote
2014-06-24 14:01:35Z,AWE,21.4909,farequote
2014-06-24 14:01:37Z,AAL,67.775,farequote
2014-06-24 14:01:37Z,BAW,185.7675,farequote
2014-06-24 14:01:49Z,AMX,16.7951,farequote
2014-06-24 14:01:51Z,AAL,109.7881,farequote
2014-06-24 14:01:56Z,EGF,208.9382,farequote
2014-06-24 14:01:59Z,SWR,1602.2495,farequote
2014-06-24 14:02:03Z,SWA,247.1445,farequote
2014-06-24 14:02:04Z,ASA,85.619,farequote
2014-06-24 14:02:09Z,AWE,19.6393,farequote
2014-06-24 14:02:22Z,VRD,290.7791,farequote
2014-06-24 14:02:26Z,JBU,950.6743,farequote
2014-06-24 14:02:37Z,KLM,1292.2188,farequote
2014-06-24 14:02:46Z,TRS,408.8401,farequote
2014-06-24 14:02:47Z,ACA,20.3453,farequote
2014-06-24 14:02:50Z,FFT,189.0119,farequote
2014-06-24 14:02:54Z,JAL,498.1435,farequote
2014-06-24 14:02:56Z,JZA,999.5827,farequote
2014-06-24 14:03:11Z,ACA,21.273,farequote
2014-06-24 14:03:16Z,AMX,17.5781,farequote
2014-06-24 14:03:16Z,AWE,21.3889,farequote
2014-06-24 14:03:23Z,NKS,9993.8138,farequote
2014-06-24 14:03:24Z,JBU,1100.8397,farequote
2014-06-24 14:03:26Z,AAL,120.1222,farequote
2014-06-24 14:03:32Z,BAW,200.5201,farequote
2014-06-24 14:03:34Z,JAL,518.757,farequote
2014-06-24 14:03:38Z,AWE,20.3129,farequote
2014-06-24 14:03:46Z,AMX,19.1334,farequote
2014-06-24 14:03:50Z,UAL,12.5122,farequote
2014-06-24 14:03:53Z,SWR,1483.4101,farequote
2014-06-24 14:03:54Z,EGF,201.4753,farequote
2014-06-24 14:03:57Z,AAL,114.7798,farequote
2014-06-24 14:04:07Z,VRD,301.1021,farequote
2014-06-24 14:04:12Z,AAL,116.475,farequote
2014-06-24 14:04:12Z,FFT,249.3184,farequote
2014-06-24 14:04:14Z,AWE,17.5429,farequote
2014-06-24 14:04:15Z,DAL,404.2576,farequote
2014-06-24 14:04:17Z,SWA,253.2218,farequote
2014-06-24 14:04:21Z,ASA,68.1003,farequote
2014-06-24 14:04:26Z,ASA,83.3736,farequote
2014-06-24 14:04:36Z,AAL,135.8824,farequote
2014-06-24 14:04:38Z,AWE,18.1345,farequote
2014-06-24 14:04:45Z,VRD,308.9736,farequote
2014-06-24 14:04:46Z,ASA,76.2075,farequote
2014-06-24 14:04:48Z,EGF,195.9616,farequote
2014-06-24 14:04:49Z,JZA,996.4518,farequote
2014-06-24 14:04:49Z,NKS,9976.0748,farequote
2014-06-24 14:04:53Z,ACA,16.5468,farequote
2014-06-24 14:04:54Z,ACA,18.493,farequote
2014-06-24 14:04:55Z,SWA,224.0355,farequote
2014-06-24 14:05:08Z,BAW,186.7037,farequote
2014-06-24 14:05:10Z,ACA,24.088,farequote
2014-06-24 14:05:11Z,BAW,197.4671,farequote
2014-06-24 14:05:13Z,AMX,18.2359,farequote
2014-06-24 14:05:14Z,VRD,257.3428,farequote
2014-06-24 14:05:16Z,JBU,941.6867,farequote
2014-06-24 14:05:19Z,UAL,11.2571,farequote
2014-06-24 14:05:21Z,ASA,91.5659,farequote
2014-06-24 14:05:22Z,FFT,176.8972,farequote
2014-06-24 14:05:46Z,AWE,19.6821,farequote
2014-06-24 14:05:56Z,FFT,195.1709,farequote
2014-06-24 14:06:04Z,AMX,9.5277,farequote
2014-06-24 14:06:05Z,ACA,15.8699,farequote
2014-06-24 14:06:06Z,JBU,1074.3324,farequote
2014-06-24 14:06:07Z,AAL,124.8145,farequote
2014-06-24 14:06:10Z,JAL,509.84,farequote
2014-06-24 14:06:18Z,UAL,10.9692,farequote
2014-06-24 14:06:28Z,AAL,92.1013,farequote
2014-06-24 14:06:31Z,AWE,19.2261,farequote
2014-06-24 14:06:49Z,SWR,1881.514,farequote
2014-06-24 14:06:50Z,DAL,387.8483,farequote
2014-06-24 14:06:50Z,FFT,210.4865,farequote
2014-06-24 14:07:00Z,KLM,1688.1488,farequote
2014-06-24 14:07:02Z,ASA,78.3037,farequote
2014-06-24 14:07:04Z,JBU,998.7572,farequote
2014-06-24 14:07:04Z,AWE,18.5759,farequote
2014-06-24 14:07:07Z,ACA,18.145,farequote
2014-06-24 14:07:09Z,JZA,990.7934,farequote
2014-06-24 14:07:13Z,AMX,13.206,farequote
2014-06-24 14:07:17Z,AAL,82.1397,farequote
2014-06-24 14:07:32Z,SWR,1913.7889,farequote
2014-06-24 14:07:33Z,TRS,389.0316,farequote
2014-06-24 14:07:34Z,BAW,205.0938,farequote
2014-06-24 14:07:35Z,FFT,188.9955,farequote
2014-06-24 14:07:39Z,ASA,84.0596,farequote
2014-06-24 14:07:43Z,VRD,312.6736,farequote
2014-06-24 14:07:47Z,SWA,319.4259,farequote
2014-06-24 14:07:51Z,EGF,222.1157,farequote
2014-06-24 14:08:04Z,UAL,9.5442,farequote
2014-06-24 14:08:06Z,JBU,1018.0478,farequote
2014-06-24 14:08:20Z,AWE,18.5902,farequote
2014-06-24 14:08:31Z,FFT,211.445,farequote
2014-06-24 14:08:34Z,AAL,78.1046,farequote
2014-06-24 14:08:35Z,EGF,216.3335,farequote
2014-06-24 14:08:44Z,SWR,1489.3415,farequote
2014-06-24 14:08:52Z,EGF,191.8703,farequote
2014-06-24 14:08:53Z,AAL,135.1646,farequote
2014-06-24 14:08:58Z,JAL,498.1108,farequote
2014-06-24 14:09:01Z,UAL,10.4702,farequote
2014-06-24 14:09:02Z,AMX,9.132,farequote
2014-06-24 14:09:03Z,ACA,17.5719,farequote
2014-06-24 14:09:04Z,BAW,216.6092,farequote
2014-06-24 14:09:06Z,AMX,15.0608,farequote
2014-06-24 14:09:10Z,AWE,20.9779,farequote
2014-06-24 14:09:16Z,SWA,234.8619,farequote
2014-06-24 14:09:20Z,JAL,504.8371,farequote
2014-06-24 14:09:24Z,JAL,506.8546,farequote
2014-06-24 14:09:31Z,NKS,9946.9952,farequote
2014-06-24 14:09:42Z,JZA,998.3131,farequote
2014-06-24 14:09:42Z,UAL,10.339,farequote
2014-06-24 14:09:42Z,ASA,78.3214,farequote
2014-06-24 14:09:55Z,AAL,57.0997,farequote
2014-06-24 14:10:02Z,AWE,19.0554,farequote
2014-06-24 14:10:04Z,JBU,994.2693,farequote
2014-06-24 14:10:12Z,VRD,329.8462,farequote
2014-06-24 14:10:16Z,AWE,19.1173,farequote
2014-06-24 14:10:31Z,UAL,9.1776,farequote
2014-06-24 14:10:33Z,AAL,97.9637,farequote
2014-06-24 14:10:35Z,FFT,197.7574,farequote
2014-06-24 14:10:35Z,ACA,21.3932,farequote
2014-06-24 14:10:37Z,VRD,265.1964,farequote
2014-06-24 14:10:39Z,UAL,9.9903,farequote
2014-06-24 14:10:41Z,JAL,493.1204,farequote
2014-06-24 14:10:45Z,SWR,2104.257,farequote
2014-06-24 14:10:51Z,EGF,203.601,farequote
2014-06-24 14:10:59Z,AMX,22.8678,farequote
2014-06-24 14:11:08Z,ASA,68.653,farequote
2014-06-24 14:11:10Z,JAL,512.9929,farequote
2014-06-24 14:11:23Z,SWA,315.386,farequote
2014-06-24 14:11:23Z,UAL,9.6196,farequote
2014-06-24 14:11:25Z,AMX,11.4988,farequote
2014-06-24 14:11:35Z,AWE,21.4124,farequote
2014-06-24 14:11:39Z,ACA,19.2959,farequote
2014-06-24 14:11:47Z,BAW,181.3402,farequote
2014-06-24 14:11:49Z,AAL,69.0901,farequote
2014-06-24 14:12:02Z,JZA,1002.0216,farequote
2014-06-24 14:12:02Z,DAL,392.7794,farequote
2014-06-24 14:12:12Z,AMX,13.3913,farequote
2014-06-24 14:12:15Z,NKS,9756.6974,farequote
2014-06-24 14:12:27Z,BAW,195.5634,farequote
2014-06-24 14:12:28Z,BAW,195.9504,farequote
2014-06-24 14:12:29Z,FFT,174.6782,farequote
2014-06-24 14:12:32Z,AMX,15.452,farequote
2014-06-24 14:12:44Z,ASA,66.9928,farequote
2014-06-24 14:12:46Z,UAL,10.9847,farequote
2014-06-24 14:12:49Z,JAL,500.963,farequote
2014-06-24 14:12:54Z,JBU,1048.6282,farequote
2014-06-24 14:12:54Z,SWA,306.7047,farequote
2014-06-24 14:12:57Z,AWE,18.7411,farequote
